from_station,to_station,mileage,train_direction
Qingzhoushi Railway Station,Zibo Railway Station,43,up
Binhaixi Railway Station,Qinhuangdao Railway Station,223,up
Zaozhuang Railway Station,Taian Railway Station,162,up
Jinzhounan Railway Station,Dongdaihe Railway Station,156,up
Dongdaihe Railway Station,Shanhaiguan Railway Station,9,up
Jinzhounan Railway Station,Shenyang Railway Station,179,up
Fuyubei Railway Station,Dehuixi Railway Station,58,up
Tianjinxi Railway Station,Baiyangdian Railway Station,66,up
Shijiazhuang Railway Station,Handandong Railway Station,175,up
Wuhan Railway Station,Xiaoganbei Railway Station,126,up
Xiaoganbei Railway Station,Xinyangdong Railway Station,73,up
Xinxiangdong Railway Station,Handandong Railway Station,130,up
Handandong Railway Station,Shijiazhuang Railway Station,175,up
Baigou Railway Station,Tianjinxi Railway Station,96,up
Huludaobei Railway Station,Shenyangbei Railway Station,270,up
Tielingxi Railway Station,Changchunxi Railway Station,244,up
Changchunxi Railway Station,Dehuixi Railway Station,84,up
Dehuixi Railway Station,Shuangchengbei Railway Station,116,up
Shuangchengbei Railway Station,Haerbinxi Railway Station,40,up
Changzhoubei Railway Station,Shanghaihongqiao Railway Station,165,down
Zhongqingxi Railway Station,Yongchuandong Railway Station,57,up
Yongchuandong Railway Station,Neijiangbei Railway Station,92,up
Neijiangbei Railway Station,Zizhongbei Railway Station,29,up
Zizhongbei Railway Station,Chengdudong Railway Station,124,up
Chengdudong Railway Station,Deyang Railway Station,66,up
Deyang Railway Station,Mianyang Railway Station,47,up
Mianyang Railway Station,Guangyuan Railway Station,165,up
Guangyuan Railway Station,Hanzhong Railway Station,138,up
Hanzhong Railway Station,Xianbei Railway Station,242,up
Xianbei Railway Station,Huashanbei Railway Station,121,up
Huashanbei Railway Station,Luoyanglongmen Railway Station,259,up
Luoyanglongmen Railway Station,Zhengzhoudong Railway Station,143,up
Hebidong Railway Station,Xingtaidong Railway Station,159,up
Xingtaidong Railway Station,Shijiazhuang Railway Station,122,up
Dingzhoudong Railway Station,Baiyangdian Railway Station,97,up
Baiyangdian Railway Station,Tianjinxi Railway Station,115,up
Huludaobei Railway Station,Suizhongbei Railway Station,59,up
Baodingdong Railway Station,Zhengdingjichang Railway Station,105,up
Zhengdingjichang Railway Station,Shijiazhuang Railway Station,37,up
Xingtaidong Railway Station,Anyangdong Railway Station,113,up
Anyangdong Railway Station,Xinxiangdong Railway Station,110,up
Zhengzhoudong Railway Station,Luoyanglongmen Railway Station,100,up
Luoyanglongmen Railway Station,Huashanbei Railway Station,259,up
Huashanbei Railway Station,Weinanbei Railway Station,58,up
Weinanbei Railway Station,Xianbei Railway Station,63,up
Xianbei Railway Station,Huyi Railway Station,45,up
Huyi Railway Station,Hanzhong Railway Station,197,up
Hanzhong Railway Station,Guangyuan Railway Station,138,up
Guangyuan Railway Station,Jiangyou Railway Station,126,up
Jiangyou Railway Station,Mianyang Railway Station,39,up
Mianyang Railway Station,Deyang Railway Station,47,up
Deyang Railway Station,Chengdudong Railway Station,66,up
Chengdudong Railway Station,Ziyangbei Railway Station,83,up
Ziyangbei Railway Station,Neijiangbei Railway Station,70,up
Neijiangbei Railway Station,Zhongqingxi Railway Station,149,up
Zhengzhoudong Railway Station,Anyangdong Railway Station,177,up
Bazhouxi Railway Station,Baigou Railway Station,23,up
Baigou Railway Station,Baodingdong Railway Station,54,up
Handandong Railway Station,Anyangdong Railway Station,60,up
Anyangdong Railway Station,Hebidong Railway Station,46,up
Suzhoudong Railway Station,Qufudong Railway Station,225,up
Yueyangdong Railway Station,Zhumadianxi Railway Station,532,up
Anyangdong Railway Station,Handandong Railway Station,60,up
Baiyangdian Railway Station,Shengfang Railway Station,79,up
Tianjinxi Railway Station,Junliangchengbei Railway Station,25,up
Junliangchengbei Railway Station,Tangshan Railway Station,94,up
Shenyangbei Railway Station,Taian Railway Station,99,up
Taian Railway Station,Huludaobei Railway Station,167,up
Tianjinxi Railway Station,Baigou Railway Station,16,up
Shijiazhuang Railway Station,Hebidong Railway Station,281,up
Hebidong Railway Station,Xinxiangdong Railway Station,64,up
Zhengzhoudong Railway Station,Tahexi Railway Station,155,up
Dalianbei Railway Station,Wafangdianxi Railway Station,78,down
Wafangdianxi Railway Station,Yingkoudong Railway Station,128,down
Tianjinxi Railway Station,Baodingdong Railway Station,150,down
Handandong Railway Station,Hebidong Railway Station,106,down
Luoyanglongmen Railway Station,Lingbaoxi Railway Station,171,down
Lingbaoxi Railway Station,Huashanbei Railway Station,88,down
Huashanbei Railway Station,Xianbei Railway Station,121,down
Xianbei Railway Station,Weinanbei Railway Station,55,up
Weinanbei Railway Station,Huashanbei Railway Station,66,up
Yingkoudong Railway Station,Gaizhouxi Railway Station,28,up
Gaizhouxi Railway Station,Dalianbei Railway Station,178,up
Bazhouxi Railway Station,Shengfang Railway Station,32,up
Shanhaiguan Railway Station,Shenyang Railway Station,388,up
Kunshannan Railway Station,Shanghai Railway Station,57,down
Shanghai Railway Station,Nanjingnan Railway Station,311,up
Shenyang Railway Station,Huludaobei Railway Station,266,up
Jiaxingnan Railway Station,Yuhang Railway Station,60,down
Yuhang Railway Station,Hangzhoudong Railway Station,15,down
Hangzhoudong Railway Station,Yiwu Railway Station,145,down
Yiwu Railway Station,Jinhua Railway Station,16,down
Jinhua Railway Station,Quzhou Railway Station,78,down
Quzhou Railway Station,Yushannan Railway Station,68,down
Yushannan Railway Station,Yingtanbei Railway Station,135,down
Yingtanbei Railway Station,Nanchangxi Railway Station,140,down
Nanchangxi Railway Station,Gaoan Railway Station,47,down
Gaoan Railway Station,Yichun Railway Station,129,down
Yichun Railway Station,Pingxiangbei Railway Station,61,down
Pingxiangbei Railway Station,Changshanan Railway Station,191,down
Guangzhoubei Railway Station,Shaoguan Railway Station,170,up
Changshanan Railway Station,Pingxiangbei Railway Station,65,up
Pingxiangbei Railway Station,Xinyubei Railway Station,110,up
Xinyubei Railway Station,Nanchangxi Railway Station,127,up
Nanchangxi Railway Station,Fuzhoudong Railway Station,137,up
Fuzhoudong Railway Station,Yingtanbei Railway Station,43,up
Yingtanbei Railway Station,Shangrao Railway Station,52,up
Shangrao Railway Station,Yiwu Railway Station,245,up
Yiwu Railway Station,Zhuji Railway Station,79,up
Zhuji Railway Station,Hangzhoudong Railway Station,66,up
Hangzhoudong Railway Station,Jiaxingnan Railway Station,75,up
Shanghaihongqiao Railway Station,Hangzhoudong Railway Station,159,down
Yiwu Railway Station,Shangrao Railway Station,232,down
Shangrao Railway Station,Yingtanbei Railway Station,101,down
Nanchangxi Railway Station,Yichun Railway Station,176,down
Pingxiangbei Railway Station,Lilingdong Railway Station,29,down
Lilingdong Railway Station,Changshanan Railway Station,162,down
Changshanan Railway Station,Yichun Railway Station,105,up
Yichun Railway Station,Nanchangxi Railway Station,237,up
Nanchangxi Railway Station,Yingtanbei Railway Station,140,up
Yingtanbei Railway Station,Quzhou Railway Station,208,up
Quzhou Railway Station,Jinhua Railway Station,41,up
Jinhua Railway Station,Yiwu Railway Station,48,up
Shanghai Railway Station,Kunshannan Railway Station,50,up
Dingyuan Railway Station,Suzhoudong Railway Station,142,up
Cangzhouxi Railway Station,Tianjinnan Railway Station,95,up
Changshanan Railway Station,Zhongqingbei Railway Station,1243,up
Zhongqingbei Railway Station,Changshoubei Railway Station,68,up
Changshoubei Railway Station,Changshanan Railway Station,1170,up
Lechangdong Railway Station,Qingyuan Railway Station,193,up
Tengzhoudong Railway Station,Zaozhuang Railway Station,36,down
Quzhou Railway Station,Jiangshan Railway Station,30,down
Jiangshan Railway Station,Shangrao Railway Station,72,down
Shangrao Railway Station,Fuzhoudong Railway Station,144,down
Fuzhoudong Railway Station,Nanchangxi Railway Station,97,down
Changshanan Railway Station,Shaoshannan Railway Station,20,down
Shaoshannan Railway Station,Loudinan Railway Station,19,down
Loudinan Railway Station,Xupunan Railway Station,186,down
Xupunan Railway Station,Huaihuanan Railway Station,61,down
Huaihuanan Railway Station,Xinhuangxi Railway Station,48,down
Xinhuangxi Railway Station,Sansui Railway Station,107,down
Sansui Railway Station,Guidingbei Railway Station,159,down
Guidingbei Railway Station,Guiyangbei Railway Station,60,down
Guiyangbei Railway Station,Anshunxi Railway Station,101,down
Guiyangbei Railway Station,Kailinan Railway Station,127,up
Kailinan Railway Station,Xinhuangxi Railway Station,199,up
Xinhuangxi Railway Station,Zhijiang Railway Station,14,up
Zhijiang Railway Station,Huaihuanan Railway Station,34,up
Huaihuanan Railway Station,Shaoyangbei Railway Station,155,up
Shaoyangbei Railway Station,Shaoshannan Railway Station,111,up
Shaoshannan Railway Station,Xiangtanbei Railway Station,40,up
Xiangtanbei Railway Station,Changshanan Railway Station,26,up
Pingxiangbei Railway Station,Yichun Railway Station,21,up
Shangrao Railway Station,Quzhou Railway Station,102,up
Hangzhoudong Railway Station,Yuhang Railway Station,42,up
Yuhang Railway Station,Tongxiang Railway Station,32,up
Tongxiang Railway Station,Jiashannan Railway Station,45,up
Anshunxi Railway Station,Guiyangbei Railway Station,101,up
Kailinan Railway Station,Tongrennan Railway Station,140,up
Tongrennan Railway Station,Huaihuanan Railway Station,107,up
Shaoyangbei Railway Station,Loudinan Railway Station,52,up
Loudinan Railway Station,Xiangtanbei Railway Station,99,up
Pingxiangbei Railway Station,Nanchangxi Railway Station,37,up
Nanchangxi Railway Station,Jinxiannan Railway Station,258,up
Jinxiannan Railway Station,Yingtanbei Railway Station,82,up
Shangrao Railway Station,Jiangshan Railway Station,72,up
Jiangshan Railway Station,Quzhou Railway Station,30,up
Yuhang Railway Station,Jiaxingnan Railway Station,60,up
Jiaxingnan Railway Station,Hainingxi Railway Station,49,down
Hainingxi Railway Station,Hangzhoudong Railway Station,26,down
Zhuji Railway Station,Jinhua Railway Station,95,down
Jinhua Railway Station,Shangrao Railway Station,180,down
Nanchangxi Railway Station,Xinyubei Railway Station,127,down
Xinyubei Railway Station,Yichun Railway Station,49,down
Changshanan Railway Station,Loudinan Railway Station,39,down
Loudinan Railway Station,Xinhuanan Railway Station,134,down
Xinhuanan Railway Station,Huaihuanan Railway Station,73,down
Huaihuanan Railway Station,Tongrennan Railway Station,107,down
Tongrennan Railway Station,Guiyangbei Railway Station,267,down
Hangzhoudong Railway Station,Jinhua Railway Station,161,down
Jinhua Railway Station,Yushannan Railway Station,146,down
Xinyubei Railway Station,Pingxiangbei Railway Station,110,down
Changshanan Railway Station,Xiangtanbei Railway Station,26,down
Xiangtanbei Railway Station,Loudinan Railway Station,99,down
Loudinan Railway Station,Huaihuanan Railway Station,207,down
Huaihuanan Railway Station,Guiyangbei Railway Station,374,down
Huaihuanan Railway Station,Xinhuanan Railway Station,118,up
Xinhuanan Railway Station,Loudinan Railway Station,89,up
Loudinan Railway Station,Changshanan Railway Station,125,up
Jinxiannan Railway Station,Shangrao Railway Station,223,up
Shanghaihongqiao Railway Station,Songjiangnan Railway Station,31,down
Songjiangnan Railway Station,Jiaxingnan Railway Station,53,down
Yingtanbei Railway Station,Jinxiannan Railway Station,82,down
Jinxiannan Railway Station,Nanchangxi Railway Station,58,down
Loudinan Railway Station,Shaoyangbei Railway Station,52,down
Shaoyangbei Railway Station,Huaihuanan Railway Station,155,down
Xinhuangxi Railway Station,Kailinan Railway Station,199,down
Kailinan Railway Station,Guiyangdong Railway Station,117,down
Guiyangdong Railway Station,Zunyi Railway Station,123,down
Zunyi Railway Station,Zhongqingxi Railway Station,221,down
Zhongqingxi Railway Station,Qijiangdong Railway Station,61,down
Qijiangdong Railway Station,Zunyi Railway Station,160,down
Zunyi Railway Station,Xifeng Railway Station,71,down
Xifeng Railway Station,Guiyangdong Railway Station,52,down
Guiyangdong Railway Station,Kailinan Railway Station,117,down
Kailinan Railway Station,Sansui Railway Station,92,down
Sansui Railway Station,Tongrennan Railway Station,48,down
Huaihuanan Railway Station,Loudinan Railway Station,207,down
Changshanan Railway Station,Lilingdong Railway Station,76,down
Lilingdong Railway Station,Pingxiangbei Railway Station,29,down
Yingtanbei Railway Station,Yiyang Railway Station,41,down
Yiyang Railway Station,Shangrao Railway Station,60,down
Hangzhoudong Railway Station,Tongxiang Railway Station,47,down
Jiaxingnan Railway Station,Tongxiang Railway Station,28,down
Tongxiang Railway Station,Hangzhoudong Railway Station,47,down
Quzhou Railway Station,Shangrao Railway Station,102,down
Changshanan Railway Station,Shaoyangbei Railway Station,91,down
Huaihuanan Railway Station,Kailinan Railway Station,247,down
Guiyangdong Railway Station,Xifeng Railway Station,52,down
Xifeng Railway Station,Zunyi Railway Station,71,down
Zhongqingxi Railway Station,Zunyi Railway Station,221,down
Xifeng Railway Station,Xiuwenxian Railway Station,26,down
Xiuwenxian Railway Station,Guiyangdong Railway Station,26,down
Huaihuanan Railway Station,Xupunan Railway Station,61,down
Xupunan Railway Station,Shaoyangbei Railway Station,94,down
Shaoshannan Railway Station,Changshanan Railway Station,66,down
Xinyubei Railway Station,Gaoan Railway Station,80,down
Gaoan Railway Station,Nanchangxi Railway Station,47,down
Jiangshan Railway Station,Jinhua Railway Station,108,down
Jinanxi Railway Station,Bangbunan Railway Station,442,down
Shanghaihongqiao Railway Station,Jinshanbei Railway Station,48,down
Jinshanbei Railway Station,Jiaxingnan Railway Station,36,down
Nanchangxi Railway Station,Quzhou Railway Station,343,up
Quzhou Railway Station,Zhuji Railway Station,146,up
Tongxiang Railway Station,Shanghaihongqiao Railway Station,112,up
Lilingdong Railway Station,Yichun Railway Station,90,up
Quzhou Railway Station,Yiwu Railway Station,130,up
Songjiangnan Railway Station,Yuhang Railway Station,60,down
Nanchangxi Railway Station,Jinhua Railway Station,421,up
Yiwu Railway Station,Yingtanbei Railway Station,301,down
Yingtanbei Railway Station,Fuzhoudong Railway Station,43,down
Wuxidong Railway Station,Nanjingnan Railway Station,187,up
Yichun Railway Station,Gaoan Railway Station,129,up
Yingtanbei Railway Station,Yushannan Railway Station,135,up
Yushannan Railway Station,Jinhua Railway Station,146,up
Jiaxingnan Railway Station,Songjiangnan Railway Station,53,up
Songjiangnan Railway Station,Shanghaihongqiao Railway Station,31,up
Jinxiannan Railway Station,Yiyang Railway Station,123,up
Hangzhoudong Railway Station,Songjiangnan Railway Station,128,up
Yichun Railway Station,Changshanan Railway Station,252,down
Shangrao Railway Station,Yushannan Railway Station,6,up
Jinhua Railway Station,Zhuji Railway Station,95,up
Jinshanbei Railway Station,Tongxiang Railway Station,64,down
Shangrao Railway Station,Longyou Railway Station,131,up
Longyou Railway Station,Jinhua Railway Station,49,up
Hangzhoudong Railway Station,Yingtanbei Railway Station,442,down
Langfang Railway Station,Dezhoudong Railway Station,254,down
Qufudong Railway Station,Suzhoudong Railway Station,225,down
